"year","state","fips","sen_cont_alt","hs_cont_alt","sen_dem_prop_all","sen_rep_prop_all","hs_dem_prop_all","hs_rep_prop_all","govparty_c","government_cont","cont_text","cont_text_prev_yr","cont_flip","pop","pres_share_dem","pres_share_rep","pres_marg_rep","state_short","state_abbrev","bill_count","control","state_x","state_y"
1977,"Alabama",1,1,1,0.9428571,0,0.9809524,0,1,1,"full_dem",NA,NA,3782736,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1978,"Alabama",1,1,1,0.9714286,0,0.9809524,0.0190476,1,1,"full_dem","full_dem",FALSE,3834120,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1979,"Alabama",1,1,1,1,0,0.9619048,0.0380952,1,1,"full_dem","full_dem",FALSE,3869444,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1980,"Alabama",1,1,1,1,0,0.9619048,0.0380952,1,1,"full_dem","full_dem",FALSE,3900368,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1981,"Alabama",1,1,1,1,0,0.952381,0.0380952,1,1,"full_dem","full_dem",FALSE,3918533,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1982,"Alabama",1,1,1,1,0,0.952381,0.0380952,1,1,"full_dem","full_dem",FALSE,3925263,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1983,"Alabama",1,1,1,0.9142857,0.0857143,0.9238095,0.0761905,1,1,"full_dem","full_dem",FALSE,3934100,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1984,"Alabama",1,1,1,0.9142857,0.0857143,0.9238095,0.0761905,1,1,"full_dem","full_dem",FALSE,3951824,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1985,"Alabama",1,1,1,0.8,0.1142857,0.8285714,0.1142857,1,1,"full_dem","full_dem",FALSE,3972520,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1986,"Alabama",1,1,1,0.8,0.1142857,0.8285714,0.1142857,1,1,"full_dem","full_dem",FALSE,3991569,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1987,"Alabama",1,1,1,0.8571429,0.1428571,0.8476191,0.152381,0,0.6666667,"split","full_dem",TRUE,4015262,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1988,"Alabama",1,1,1,0.8571429,0.1428571,0.8476191,0.152381,0,0.6666667,"split","split",FALSE,4023842,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1989,"Alabama",1,1,1,0.8,0.1714286,0.8095238,0.1619048,0,0.6666667,"split","split",FALSE,4030219,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1990,"Alabama",1,1,1,0.8,0.1714286,0.8095238,0.1619048,0,0.6666667,"split","split",FALSE,4050055,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1991,"Alabama",1,1,1,0.8,0.2,0.7904762,0.2095238,0,0.6666667,"split","split",FALSE,4099156,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1992,"Alabama",1,1,1,0.8,0.2,0.7809524,0.2190476,0,0.6666667,"split","split",FALSE,4154014,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1993,"Alabama",1,1,1,0.8,0.2,0.7809524,0.2190476,1,1,"full_dem","split",TRUE,4214202,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1994,"Alabama",1,1,1,0.7714286,0.2285714,0.7809524,0.2190476,1,1,"full_dem","full_dem",FALSE,4260229,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1995,"Alabama",1,1,1,0.6571429,0.3428572,0.7047619,0.2952381,0,0.6666667,"split","full_dem",TRUE,4296800,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1996,"Alabama",1,1,1,0.6571429,0.3428572,0.6952381,0.3047619,0,0.6666667,"split","split",FALSE,4331102,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1997,"Alabama",1,1,1,0.6285715,0.3428572,0.6857143,0.3142857,0,0.6666667,"split","split",FALSE,4367935,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1998,"Alabama",1,1,1,0.6285715,0.3714286,0.6761905,0.3238095,0,0.6666667,"split","split",FALSE,4404701,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
1999,"Alabama",1,1,1,0.6571429,0.3428572,0.6571429,0.3428572,1,1,"full_dem","split",TRUE,4430141,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2000,"Alabama",1,1,1,0.6571429,0.3428572,0.6571429,0.3428572,1,1,"full_dem","full_dem",FALSE,4452173,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2001,"Alabama",1,1,1,0.6571429,0.3428572,0.6380953,0.3428572,1,1,"full_dem","full_dem",FALSE,4467634,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2002,"Alabama",1,1,1,0.6857143,0.3142857,0.6380953,0.3619048,1,1,"full_dem","full_dem",FALSE,4480089,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2003,"Alabama",1,1,1,0.7142857,0.2857143,0.6095238,0.3904762,0,0.6666667,"split","full_dem",TRUE,4503491,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2004,"Alabama",1,1,1,0.7142857,0.2857143,0.6,0.4,0,0.6666667,"split","split",FALSE,4530729,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2005,"Alabama",1,1,1,0.7142857,0.2857143,0.5904762,0.3809524,0,0.6666667,"split","split",FALSE,4569805,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2006,"Alabama",1,1,1,0.7142857,0.2857143,0.6,0.4,0,0.6666667,"split","split",FALSE,4628981,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2007,"Alabama",1,1,1,0.6571429,0.3428572,0.5904762,0.4095238,0,0.6666667,"split","split",FALSE,4672840,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2008,"Alabama",1,1,1,0.6285715,0.3714286,0.5904762,0.4095238,0,0.6666667,"split","split",FALSE,4718206,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2009,"Alabama",1,1,1,0.5428572,0.3714286,0.5904762,0.4095238,0,0.6666667,"split","split",FALSE,4757938,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2010,"Alabama",1,1,1,0.6,0.4,0.5714286,0.4285714,0,0.6666667,"split","split",FALSE,4785514,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2011,"Alabama",1,0,0,0.3428572,0.6285715,0.4095238,0.5904762,0,0,"full_rep","split",TRUE,4799642,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2012,"Alabama",1,0,0,0.342857142857143,0.628571428571429,0.380952380952381,0.619047619047619,0,0,"full_rep","full_rep",FALSE,4816632,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2013,"Alabama",1,0,0,0.314285714285714,0.657142857142857,0.371428571428571,0.60952380952381,0,0,"full_rep","full_rep",FALSE,4831586,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2014,"Alabama",1,0,0,0.314285714285714,0.657142857142857,0.352380952380952,0.628571428571429,0,0,"full_rep","full_rep",FALSE,4843737,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2015,"Alabama",1,0,0,0.228571428571429,0.742857142857143,0.314285714285714,0.685714285714286,0,0,"full_rep","full_rep",FALSE,4854803,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2016,"Alabama",1,0,0,0.228571428571429,0.742857142857143,0.314285714285714,0.685714285714286,0,0,"full_rep","full_rep",FALSE,4866824,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2017,"Alabama",1,0,0,0.228571428571429,0.742857142857143,0.304761904761905,0.685714285714286,0,0,"full_rep","full_rep",FALSE,4877989,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2018,"Alabama",1,0,0,0.2,0.742857142857143,0.314285714285714,0.666666666666667,0,0,"full_rep","full_rep",FALSE,4891628,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2019,"Alabama",1,0,0,0.228571428571429,0.771428571428571,0.266666666666667,0.733333333333333,0,0,"full_rep","full_rep",FALSE,4907965,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2020,"Alabama",1,0,0,0.228571428571429,0.771428571428571,0.266666666666667,0.733333333333333,0,0,"full_rep","full_rep",FALSE,4921532,NA,NA,NA,"Ala.","AL",NA,NA,0.68,0.685
2021,"Alabama",1,0,0,0.2,0.742857142857143,0.266666666666667,0.733333333333333,0,0,"full_rep","full_rep",FALSE,4921532,0.365699902121223,0.620316431668648,0.254616529547425,"Ala.","AL",NA,NA,0.68,0.685
1977,"Alaska",2,1,1,0.6,0.4,0.625,0.375,0,0.6666667,"split",NA,NA,397363,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1978,"Alaska",2,1,1,0.6,0.4,0.625,0.375,0,0.6666667,"split","split",FALSE,402191,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1979,"Alaska",2,0,1,0.45,0.55,0.625,0.35,0,0.3333333,"split","split",FALSE,403544,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1980,"Alaska",2,0,1,0.45,0.55,0.625,0.35,0,0.3333333,"split","split",FALSE,405315,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1981,"Alaska",2,1,1,0.55,0.45,0.55,0.4,0,0.6666667,"split","split",FALSE,418493,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1982,"Alaska",2,1,1,0.55,0.45,0.55,0.4,0,0.6666667,"split","split",FALSE,449606,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1983,"Alaska",2,0,0,0.45,0.55,0.475,0.525,1,0.3333333,"split","split",FALSE,488418,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1984,"Alaska",2,0,0,0.45,0.55,0.475,0.525,1,0.3333333,"split","split",FALSE,513704,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1985,"Alaska",2,0,1,0.45,0.55,0.525,0.45,1,0.6666667,"split","split",FALSE,532496,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1986,"Alaska",2,0,1,0.45,0.55,0.525,0.45,1,0.6666667,"split","split",FALSE,544269,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1987,"Alaska",2,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"split","split",FALSE,539310,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1988,"Alaska",2,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"split","split",FALSE,541984,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1989,"Alaska",2,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"split","split",FALSE,547160,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1990,"Alaska",2,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"split","split",FALSE,553290,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1991,"Alaska",2,0.5,1,0.5,0.5,0.575,0.425,0.5,0.6666667,"split","split",FALSE,570193,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1992,"Alaska",2,0.5,1,0.5,0.5,0.575,0.425,0.5,0.6666667,"split","split",FALSE,588736,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1993,"Alaska",2,0,0.5,0.45,0.5,0.5,0.45,0.5,0.3333333,"split","split",FALSE,599432,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1994,"Alaska",2,0,0.5,0.5,0.5,0.5,0.45,0.5,0.3333333,"split","split",FALSE,603308,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1995,"Alaska",2,0,0,0.4,0.6,0.425,0.55,1,0.3333333,"split","split",FALSE,604412,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1996,"Alaska",2,0,0,0.4,0.6,0.425,0.55,1,0.3333333,"split","split",FALSE,608569,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1997,"Alaska",2,0,0,0.35,0.65,0.375,0.625,1,0.3333333,"split","split",FALSE,612968,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1998,"Alaska",2,0,0,0.3,0.7,0.375,0.625,1,0.3333333,"split","split",FALSE,619932,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
1999,"Alaska",2,0,0,0.25,0.75,0.35,0.65,1,0.3333333,"split","split",FALSE,624779,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2000,"Alaska",2,0,0,0.25,0.75,0.35,0.65,1,0.3333333,"split","split",FALSE,627963,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2001,"Alaska",2,0,0,0.3,0.7,0.325,0.675,1,0.3333333,"split","split",FALSE,633714,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2002,"Alaska",2,0,0,0.3,0.7,0.325,0.675,1,0.3333333,"split","split",FALSE,642337,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2003,"Alaska",2,0,0,0.4,0.6,0.325,0.675,0,0,"full_rep","split",TRUE,648414,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2004,"Alaska",2,0,0,0.4,0.6,0.325,0.675,0,0,"full_rep","full_rep",FALSE,659286,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2005,"Alaska",2,0,0,0.4,0.6,0.35,0.65,0,0,"full_rep","full_rep",FALSE,666946,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2006,"Alaska",2,0,0,0.4,0.6,0.35,0.65,0,0,"full_rep","full_rep",FALSE,675302,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2007,"Alaska",2,0,0,0.4,0.6,0.35,0.65,0,0,"full_rep","full_rep",FALSE,680300,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2008,"Alaska",2,0,0,0.45,0.55,0.425,0.575,0,0,"full_rep","full_rep",FALSE,687455,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2009,"Alaska",2,0.5,0,0.5,0.5,0.45,0.55,0,0.1666667,"split","full_rep",TRUE,698895,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2010,"Alaska",2,0.5,0,0.5,0.5,0.45,0.55,0,0.1666667,"split","split",FALSE,713982,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2011,"Alaska",2,0.5,0,0.5,0.5,0.4,0.6,0,0.1666667,"split","split",FALSE,722349,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2012,"Alaska",2,0.5,0,0.5,0.5,0.45,0.55,0,0.166666666666667,"split","split",FALSE,730810,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2013,"Alaska",2,0,0,0.35,0.65,0.375,0.625,0,0,"full_rep","split",TRUE,737626,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2014,"Alaska",2,0,0,0.35,0.65,0.35,0.65,0,0,"full_rep","full_rep",FALSE,737075,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2015,"Alaska",2,0,0,0.3,0.7,0.4,0.575,0.5,0.166666666666667,"split","full_rep",TRUE,738430,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2016,"Alaska",2,0,0,0.3,0.7,0.4,0.575,0.5,0.166666666666667,"split","split",FALSE,742575,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2017,"Alaska",2,0,0,0.3,0.7,0.425,0.525,0.5,0.166666666666667,"split","split",FALSE,740983,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2018,"Alaska",2,0,0,0.3,0.7,0.4,0.525,0.5,0.166666666666667,"split","split",FALSE,736624,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2019,"Alaska",2,0,0,0.35,0.65,0.475,0.525,0,0,"full_rep","split",TRUE,733603,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2020,"Alaska",2,0,0,0.35,0.65,0.375,0.575,0,0,"full_rep","full_rep",FALSE,731158,NA,NA,NA,"Alaska","AK",NA,NA,0.12,0.826
2021,"Alaska",2,0,0,0.35,0.65,0.375,0.525,0,0,"full_rep","full_rep",FALSE,731158,0.427719522710205,0.528331432703808,0.100611909993603,"Alaska","AK",NA,NA,0.12,0.826
1977,"Arizona",4,1,0,0.5333334,0.4666667,0.3666667,0.6333333,1,0.6666667,"split",NA,NA,2427310,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1978,"Arizona",4,1,0,0.5333334,0.4666667,0.3666667,0.6333333,1,0.6666667,"split","split",FALSE,2517852,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1979,"Arizona",4,0,0,0.4666667,0.5333334,0.3,0.7,1,0.3333333,"split","split",FALSE,2638582,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1980,"Arizona",4,0,0,0.4666667,0.5333334,0.3,0.7,1,0.3333333,"split","split",FALSE,2737774,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1981,"Arizona",4,0,0,0.4666667,0.5333334,0.2833333,0.7166666,1,0.3333333,"split","split",FALSE,2810108,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1982,"Arizona",4,0,0,0.4666667,0.5333334,0.2833333,0.7166666,1,0.3333333,"split","split",FALSE,2889860,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1983,"Arizona",4,0,0,0.4,0.6,0.35,0.65,1,0.3333333,"split","split",FALSE,2968924,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1984,"Arizona",4,0,0,0.4,0.6,0.35,0.65,1,0.3333333,"split","split",FALSE,3067134,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1985,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,1,0.3333333,"split","split",FALSE,3183539,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1986,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,1,0.3333333,"split","split",FALSE,3308261,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1987,"Arizona",4,0,0,0.3666667,0.6333333,0.4,0.6,0,0,"full_rep","split",TRUE,3437103,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1988,"Arizona",4,0,0,0.3666667,0.6333333,0.4,0.6,1,0.3333333,"split","full_rep",TRUE,3535183,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1989,"Arizona",4,0,0,0.4333333,0.5666667,0.4333333,0.5666667,1,0.3333333,"split","split",FALSE,3622184,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1990,"Arizona",4,0,0,0.4333333,0.5666667,0.4333333,0.5666667,1,0.3333333,"split","split",FALSE,3684097,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1991,"Arizona",4,1,0,0.5666667,0.4333333,0.45,0.55,0,0.3333333,"split","split",FALSE,3788576,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1992,"Arizona",4,1,0,0.5666667,0.4333333,0.45,0.55,0,0.3333333,"split","split",FALSE,3915740,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1993,"Arizona",4,0,0,0.4,0.6,0.4166667,0.5833333,0,0,"full_rep","split",TRUE,4065440,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1994,"Arizona",4,0,0,0.4,0.6,0.4166667,0.5833333,0,0,"full_rep","full_rep",FALSE,4245089,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1995,"Arizona",4,0,0,0.3666667,0.6333333,0.3666667,0.6333333,0,0,"full_rep","full_rep",FALSE,4432499,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1996,"Arizona",4,0,0,0.3666667,0.6333333,0.3666667,0.6333333,0,0,"full_rep","full_rep",FALSE,4586940,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1997,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,0,0,"full_rep","full_rep",FALSE,4736990,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1998,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,0,0,"full_rep","full_rep",FALSE,4883342,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
1999,"Arizona",4,0,0,0.4666667,0.5333334,0.3333333,0.6666667,0,0,"full_rep","full_rep",FALSE,5023823,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2000,"Arizona",4,0,0,0.4666667,0.5333334,0.3666667,0.6333333,0,0,"full_rep","full_rep",FALSE,5160586,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2001,"Arizona",4,0.5,0,0.5,0.5,0.4,0.6,0,0.1666667,"split","full_rep",TRUE,5273477,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2002,"Arizona",4,0.5,0,0.5,0.5,0.4,0.6,0,0.1666667,"split","split",FALSE,5396255,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2003,"Arizona",4,0,0,0.4333333,0.5666667,0.35,0.65,1,0.3333333,"split","split",FALSE,5510364,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2004,"Arizona",4,0,0,0.4333333,0.5666667,0.35,0.65,1,0.3333333,"split","split",FALSE,5652404,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2005,"Arizona",4,0,0,0.4,0.6,0.3666667,0.6333333,1,0.3333333,"split","split",FALSE,5839077,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2006,"Arizona",4,0,0,0.4,0.6,0.35,0.65,1,0.3333333,"split","split",FALSE,6029141,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2007,"Arizona",4,0,0,0.4333333,0.5666667,0.45,0.55,1,0.3333333,"split","split",FALSE,6167681,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2008,"Arizona",4,0,0,0.4333333,0.5666667,0.45,0.55,1,0.3333333,"split","split",FALSE,6280362,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2009,"Arizona",4,0,0,0.4,0.6,0.4166667,0.5833333,0,0,"full_rep","split",TRUE,6343154,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2010,"Arizona",4,0,0,0.4,0.6,0.4166667,0.5833333,0,0,"full_rep","full_rep",FALSE,6407342,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2011,"Arizona",4,0,0,0.3,0.7,0.3333333,0.6666667,0,0,"full_rep","full_rep",FALSE,6473416,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2012,"Arizona",4,0,0,0.3,0.7,0.333333333333333,0.666666666666667,0,0,"full_rep","full_rep",FALSE,6556344,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2013,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.4,0.6,0,0,"full_rep","full_rep",FALSE,6634690,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2014,"Arizona",4,0,0,0.4,0.566666666666667,0.4,0.6,0,0,"full_rep","full_rep",FALSE,6732873,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2015,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.366666666666667,0.633333333333333,0,0,"full_rep","full_rep",FALSE,6832810,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2016,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.4,0.6,0,0,"full_rep","full_rep",FALSE,6944767,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2017,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.416666666666667,0.583333333333333,0,0,"full_rep","full_rep",FALSE,7048088,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2018,"Arizona",4,0,0,0.433333333333333,0.533333333333333,0.416666666666667,0.583333333333333,0,0,"full_rep","full_rep",FALSE,7164228,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2019,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.483333333333333,0.516666666666667,0,0,"full_rep","full_rep",FALSE,7291843,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2020,"Arizona",4,0,0,0.433333333333333,0.566666666666667,0.483333333333333,0.516666666666667,0,0,"full_rep","full_rep",FALSE,7421401,NA,NA,NA,"Ariz.","AZ",5,0,0.205,0.6
2021,"Arizona",4,0,0,0.466666666666667,0.533333333333333,0.466666666666667,0.516666666666667,0,0,"full_rep","full_rep",FALSE,7421401,0.493646906143666,0.490559810304647,-0.00308709583901873,"Ariz.","AZ",5,0,0.205,0.6
1977,"Arkansas",5,1,1,0.9714286,0.0285714,0.96,0.04,1,1,"full_dem",NA,NA,2207228,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1978,"Arkansas",5,1,1,0.9714286,0.0285714,0.95,0.05,1,1,"full_dem","full_dem",FALSE,2241019,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1979,"Arkansas",5,1,1,1,0,0.94,0.06,1,1,"full_dem","full_dem",FALSE,2269115,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1980,"Arkansas",5,1,1,1,0,0.94,0.06,1,1,"full_dem","full_dem",FALSE,2288738,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1981,"Arkansas",5,1,1,0.9714286,0.0285714,0.93,0.07,0,0.6666667,"split","full_dem",TRUE,2293204,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1982,"Arkansas",5,1,1,0.9714286,0.0285714,0.93,0.07,0,0.6666667,"split","split",FALSE,2294254,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1983,"Arkansas",5,1,1,0.9142857,0.0857143,0.92,0.08,1,1,"full_dem","split",TRUE,2305766,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1984,"Arkansas",5,1,1,0.9142857,0.0857143,0.92,0.08,1,1,"full_dem","full_dem",FALSE,2319767,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1985,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem","full_dem",FALSE,2327046,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1986,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem","full_dem",FALSE,2331988,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1987,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem","full_dem",FALSE,2342357,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1988,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem","full_dem",FALSE,2342655,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1989,"Arkansas",5,1,1,0.8857143,0.1142857,0.88,0.11,1,1,"full_dem","full_dem",FALSE,2346354,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1990,"Arkansas",5,1,1,0.8857143,0.1142857,0.88,0.11,1,1,"full_dem","full_dem",FALSE,2356586,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1991,"Arkansas",5,1,1,0.8857143,0.1142857,0.91,0.09,1,1,"full_dem","full_dem",FALSE,2383144,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1992,"Arkansas",5,1,1,0.8857143,0.1142857,0.9,0.09,1,1,"full_dem","full_dem",FALSE,2415984,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
1993,"Arkansas",5,1,1,0.8571429,0.1428571,0.89,0.1,1,1,"full_dem","full_dem",FALSE,2456303,NA,NA,NA,"Ark.","AR",3,0,0.565,0.62
