"year","state","fips","sen_cont_alt","hs_cont_alt","sen_dem_prop_all","sen_rep_prop_all","hs_dem_prop_all","hs_rep_prop_all","govparty_c","government_cont","cont_text","cont_text_prev_yr","cont_flip","pop","pres_share_dem","pres_share_rep","pres_marg_rep","state_short","state_abbrev","bill_count","control","state_x","state_y"
1987,"New Hampshire",33,0,0,0.3333333,0.6666667,0.33,0.67,0,0,"full_rep","full_rep",FALSE,1054289,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1988,"New Hampshire",33,0,0,0.3333333,0.6666667,0.33,0.67,0,0,"full_rep","full_rep",FALSE,1082576,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1989,"New Hampshire",33,0,0,0.3333333,0.6666667,0.2975,0.7025,0,0,"full_rep","full_rep",FALSE,1104523,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1990,"New Hampshire",33,0,0,0.3333333,0.6666667,0.2975,0.7025,0,0,"full_rep","full_rep",FALSE,1112384,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1991,"New Hampshire",33,0,0,0.4583333,0.5416667,0.3225,0.67,0,0,"full_rep","full_rep",FALSE,1109929,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1992,"New Hampshire",33,0,0,0.4583333,0.5416667,0.3225,0.67,0,0,"full_rep","full_rep",FALSE,1117784,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1993,"New Hampshire",33,0,0,0.4583333,0.5416667,0.35,0.65,0,0,"full_rep","full_rep",FALSE,1129458,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1994,"New Hampshire",33,0,0,0.4583333,0.5416667,0.35,0.65,0,0,"full_rep","full_rep",FALSE,1142560,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1995,"New Hampshire",33,0,0,0.25,0.75,0.2825,0.7125,0,0,"full_rep","full_rep",FALSE,1157561,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1996,"New Hampshire",33,0,0,0.25,0.75,0.275,0.705,0,0,"full_rep","full_rep",FALSE,1174719,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1997,"New Hampshire",33,0,0,0.375,0.625,0.3625,0.6325,1,0.3333333,"split","full_rep",TRUE,1189425,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1998,"New Hampshire",33,0,0,0.375,0.625,0.3675,0.62,1,0.3333333,"split","split",FALSE,1205940,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
1999,"New Hampshire",33,1,0,0.5416667,0.4583333,0.3825,0.615,1,0.6666667,"split","split",FALSE,1222014,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2000,"New Hampshire",33,0.5,0,0.5,0.5,0.3825,0.61,1,0.5,"split","split",FALSE,1239882,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2001,"New Hampshire",33,0,0,0.4583333,0.5416667,0.3575,0.64,1,0.3333333,"split","split",FALSE,1255517,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2002,"New Hampshire",33,0,0,0.4583333,0.5416667,0.355,0.6375,1,0.3333333,"split","split",FALSE,1269089,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2003,"New Hampshire",33,0,0,0.25,0.75,0.2925,0.705,0,0,"full_rep","split",TRUE,1279840,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2004,"New Hampshire",33,0,0,0.25,0.75,0.2975,0.7025,0,0,"full_rep","full_rep",FALSE,1290121,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2005,"New Hampshire",33,0,0,0.3333333,0.6666667,0.3675,0.625,1,0.3333333,"split","full_rep",TRUE,1298492,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2006,"New Hampshire",33,0,0,0.3333333,0.6666667,0.3725,0.6175,1,0.3333333,"split","split",FALSE,1308389,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2007,"New Hampshire",33,1,1,0.5833333,0.4166667,0.5975,0.4025,1,1,"full_dem","split",TRUE,1312540,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2008,"New Hampshire",33,1,1,0.5833333,0.4166667,0.5925,0.395,1,1,"full_dem","full_dem",FALSE,1315906,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2009,"New Hampshire",33,1,1,0.5833333,0.4166667,0.5625,0.4375,1,1,"full_dem","full_dem",FALSE,1316102,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2010,"New Hampshire",33,1,1,0.5833333,0.4166667,0.5625,0.4375,1,1,"full_dem","full_dem",FALSE,1316807,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2011,"New Hampshire",33,0,0,0.25,0.75,0.255,0.745,1,0.3333333,"split","full_dem",TRUE,1320444,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2012,"New Hampshire",33,0,0,0.208333333333333,0.791666666666667,0.26,0.735,1,0.333333333333333,"split","split",FALSE,1324677,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2013,"New Hampshire",33,0,1,0.458333333333333,0.541666666666667,0.555,0.445,1,0.666666666666667,"split","split",FALSE,1327272,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2014,"New Hampshire",33,0,1,0.458333333333333,0.541666666666667,0.55,0.4475,1,0.666666666666667,"split","split",FALSE,1334257,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2015,"New Hampshire",33,0,0,0.416666666666667,0.583333333333333,0.4,0.5975,1,0.333333333333333,"split","split",FALSE,1337480,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2016,"New Hampshire",33,0,0,0.416666666666667,0.583333333333333,0.4,0.5975,1,0.333333333333333,"split","split",FALSE,1343694,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2017,"New Hampshire",33,0,0,0.416666666666667,0.583333333333333,0.4375,0.5625,0,0,"full_rep","split",TRUE,1350395,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2018,"New Hampshire",33,0,0,0.416666666666667,0.583333333333333,0.4375,0.545,0,0,"full_rep","full_rep",FALSE,1355064,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2019,"New Hampshire",33,1,1,0.583333333333333,0.416666666666667,0.585,0.415,0,0.666666666666667,"split","full_rep",TRUE,1360783,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2020,"New Hampshire",33,1,1,0.583333333333333,0.416666666666667,0.585,0.405,0,0.666666666666667,"split","split",FALSE,1366275,NA,NA,NA,"N.H.","NH",9,0,0.903,0.2
2021,"New Hampshire",33,0,0,0.416666666666667,0.583333333333333,0.4675,0.5325,0,0,"full_rep","split",TRUE,1366275,0.527078252801477,0.453562595046776,-0.0735156577547005,"N.H.","NH",9,0,0.903,0.2
1977,"New Jersey",34,1,1,0.725,0.25,0.6,0.3875,1,1,"full_dem",NA,NA,7342027,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1978,"New Jersey",34,1,1,0.675,0.325,0.675,0.325,1,1,"full_dem","full_dem",FALSE,7356414,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1979,"New Jersey",34,1,1,0.675,0.3,0.6625,0.325,1,1,"full_dem","full_dem",FALSE,7373048,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1980,"New Jersey",34,1,1,0.675,0.325,0.55,0.45,1,1,"full_dem","full_dem",FALSE,7376330,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1981,"New Jersey",34,1,1,0.625,0.325,0.55,0.45,1,1,"full_dem","full_dem",FALSE,7407471,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1982,"New Jersey",34,1,1,0.55,0.45,0.5375,0.4625,0,0.6666667,"split","full_dem",TRUE,7430970,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1983,"New Jersey",34,1,1,0.525,0.475,0.5375,0.4625,0,0.6666667,"split","split",FALSE,7467784,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1984,"New Jersey",34,1,1,0.575,0.425,0.55,0.45,0,0.6666667,"split","split",FALSE,7515474,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1985,"New Jersey",34,1,1,0.575,0.425,0.55,0.4375,0,0.6666667,"split","split",FALSE,7565530,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1986,"New Jersey",34,1,0,0.575,0.425,0.375,0.625,0,0.3333333,"split","split",FALSE,7622161,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1987,"New Jersey",34,1,0,0.55,0.4,0.375,0.625,0,0.3333333,"split","split",FALSE,7670741,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1988,"New Jersey",34,1,0,0.6,0.4,0.475,0.525,0,0.3333333,"split","split",FALSE,7712333,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1989,"New Jersey",34,1,0,0.6,0.4,0.4875,0.5125,0,0.3333333,"split","split",FALSE,7726086,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1990,"New Jersey",34,1,1,0.575,0.425,0.55,0.45,1,1,"full_dem","split",TRUE,7762963,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1991,"New Jersey",34,1,1,0.575,0.425,0.5375,0.4625,1,1,"full_dem","full_dem",FALSE,7814676,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1992,"New Jersey",34,0,0,0.325,0.675,0.275,0.725,1,0.3333333,"split","full_dem",TRUE,7880508,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1993,"New Jersey",34,0,0,0.325,0.675,0.275,0.725,1,0.3333333,"split","split",FALSE,7948915,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1994,"New Jersey",34,0,0,0.4,0.6,0.3375,0.6625,0,0,"full_rep","split",TRUE,8014306,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1995,"New Jersey",34,0,0,0.4,0.6,0.35,0.65,0,0,"full_rep","full_rep",FALSE,8083242,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1996,"New Jersey",34,0,0,0.4,0.6,0.375,0.625,0,0,"full_rep","full_rep",FALSE,8149596,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1997,"New Jersey",34,0,0,0.4,0.6,0.375,0.625,0,0,"full_rep","full_rep",FALSE,8218808,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1998,"New Jersey",34,0,0,0.4,0.6,0.4,0.6,0,0,"full_rep","full_rep",FALSE,8287418,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
1999,"New Jersey",34,0,0,0.4,0.6,0.4,0.6,0,0,"full_rep","full_rep",FALSE,8359592,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2000,"New Jersey",34,0,0,0.4,0.6,0.4375,0.5625,0,0,"full_rep","full_rep",FALSE,8430621,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2001,"New Jersey",34,0,0,0.4,0.6,0.4375,0.5625,0,0,"full_rep","full_rep",FALSE,8492671,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2002,"New Jersey",34,0.5,1,0.5,0.5,0.55,0.45,1,0.8333333,"split","full_rep",TRUE,8552643,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2003,"New Jersey",34,0.5,1,0.5,0.5,0.5375,0.45,1,0.8333333,"split","split",FALSE,8601402,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2004,"New Jersey",34,1,1,0.55,0.45,0.5875,0.4125,1,1,"full_dem","split",TRUE,8634561,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2005,"New Jersey",34,1,1,0.55,0.45,0.5875,0.4125,1,1,"full_dem","full_dem",FALSE,8651974,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2006,"New Jersey",34,1,1,0.55,0.45,0.6125,0.3875,1,1,"full_dem","full_dem",FALSE,8661679,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2007,"New Jersey",34,1,1,0.55,0.45,0.6125,0.3875,1,1,"full_dem","full_dem",FALSE,8677885,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2008,"New Jersey",34,1,1,0.575,0.425,0.6,0.4,1,1,"full_dem","full_dem",FALSE,8711090,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2009,"New Jersey",34,1,1,0.575,0.425,0.6,0.4,1,1,"full_dem","full_dem",FALSE,8755602,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2010,"New Jersey",34,1,1,0.575,0.425,0.5875,0.4125,0,0.6666667,"split","full_dem",TRUE,8799451,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2011,"New Jersey",34,1,1,0.6,0.4,0.5875,0.4125,0,0.6666667,"split","split",FALSE,8828552,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2012,"New Jersey",34,1,1,0.6,0.4,0.6,0.375,0,0.666666666666667,"split","split",FALSE,8845671,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2013,"New Jersey",34,1,1,0.6,0.4,0.6,0.4,0,0.666666666666667,"split","split",FALSE,8857821,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2014,"New Jersey",34,1,1,0.6,0.4,0.6,0.4,0,0.666666666666667,"split","split",FALSE,8867277,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2015,"New Jersey",34,1,1,0.6,0.4,0.6,0.4,0,0.666666666666667,"split","split",FALSE,8870312,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2016,"New Jersey",34,1,1,0.6,0.4,0.6375,0.3625,0,0.666666666666667,"split","split",FALSE,8873584,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2017,"New Jersey",34,1,1,0.6,0.4,0.65,0.35,0,0.666666666666667,"split","split",FALSE,8888147,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2018,"New Jersey",34,1,1,0.625,0.375,0.675,0.325,1,1,"full_dem","split",TRUE,8891730,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2019,"New Jersey",34,1,1,0.65,0.35,0.675,0.325,1,1,"full_dem","full_dem",FALSE,8891258,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2020,"New Jersey",34,1,1,0.625,0.375,0.65,0.35,1,1,"full_dem","full_dem",FALSE,8882371,NA,NA,NA,"N.J.","NJ",NA,NA,0.875,0.355
2021,"New Jersey",34,1,1,0.625,0.375,0.65,0.35,1,1,"full_dem","full_dem",FALSE,8882371,0.57334196752813,0.413965238573485,-0.159376728954645,"N.J.","NJ",NA,NA,0.875,0.355
1977,"New Mexico",35,1,1,0.7857143,0.2142857,0.6857143,0.3142857,1,1,"full_dem",NA,NA,1225245,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1978,"New Mexico",35,1,1,0.7857143,0.2142857,0.6857143,0.3142857,1,1,"full_dem","full_dem",FALSE,1251848,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1979,"New Mexico",35,1,1,0.7857143,0.2142857,0.5857143,0.4142857,1,1,"full_dem","full_dem",FALSE,1280539,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1980,"New Mexico",35,1,1,0.7619048,0.2380952,0.5857143,0.4142857,1,1,"full_dem","full_dem",FALSE,1309400,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1981,"New Mexico",35,1,1,0.5238096,0.4761905,0.5857143,0.4142857,1,1,"full_dem","full_dem",FALSE,1332747,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1982,"New Mexico",35,1,1,0.5238096,0.4761905,0.5857143,0.4142857,1,1,"full_dem","full_dem",FALSE,1363822,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1983,"New Mexico",35,1,1,0.547619,0.452381,0.6571429,0.3428572,1,1,"full_dem","full_dem",FALSE,1394362,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1984,"New Mexico",35,1,1,0.547619,0.452381,0.6714286,0.3285714,1,1,"full_dem","full_dem",FALSE,1416719,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1985,"New Mexico",35,0,1,0.5,0.5,0.6142857,0.3857143,1,0.6666667,"split","full_dem",TRUE,1438360,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1986,"New Mexico",35,0,1,0.4761905,0.5238096,0.6142857,0.3857143,1,0.6666667,"split","split",FALSE,1462728,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1987,"New Mexico",35,0.5,1,0.5,0.5,0.6714286,0.3285714,0,0.5,"split","split",FALSE,1478519,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1988,"New Mexico",35,0.5,1,0.5,0.5,0.6571429,0.3428572,0,0.5,"split","split",FALSE,1490336,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1989,"New Mexico",35,1,1,0.6190476,0.3809524,0.6428571,0.3571429,0,0.6666667,"split","split",FALSE,1503901,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1990,"New Mexico",35,1,1,0.5952381,0.4047619,0.6428571,0.3571429,0,0.6666667,"split","split",FALSE,1521574,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1991,"New Mexico",35,1,1,0.6190476,0.3809524,0.7,0.3,1,1,"full_dem","split",TRUE,1555305,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1992,"New Mexico",35,1,1,0.6190476,0.3809524,0.7,0.3,1,1,"full_dem","full_dem",FALSE,1595442,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1993,"New Mexico",35,1,1,0.6428571,0.3571429,0.7571428,0.2428571,1,1,"full_dem","full_dem",FALSE,1636453,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1994,"New Mexico",35,1,1,0.6428571,0.3571429,0.7571428,0.2428571,1,1,"full_dem","full_dem",FALSE,1682398,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1995,"New Mexico",35,1,1,0.6428571,0.3571429,0.6571429,0.3428572,0,0.6666667,"split","full_dem",TRUE,1720394,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1996,"New Mexico",35,1,1,0.6428571,0.3571429,0.6571429,0.3428572,0,0.6666667,"split","split",FALSE,1752326,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1997,"New Mexico",35,1,1,0.5952381,0.4047619,0.6,0.4,0,0.6666667,"split","split",FALSE,1774839,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1998,"New Mexico",35,1,1,0.5952381,0.4047619,0.6,0.4,0,0.6666667,"split","split",FALSE,1793484,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
1999,"New Mexico",35,1,1,0.5952381,0.4047619,0.5714286,0.4285714,0,0.6666667,"split","split",FALSE,1808082,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2000,"New Mexico",35,1,1,0.5952381,0.4047619,0.5714286,0.4285714,0,0.6666667,"split","split",FALSE,1821204,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2001,"New Mexico",35,1,1,0.5714286,0.4285714,0.6,0.4,0,0.6666667,"split","split",FALSE,1831690,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2002,"New Mexico",35,1,1,0.5714286,0.4285714,0.6,0.4,0,0.6666667,"split","split",FALSE,1855309,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2003,"New Mexico",35,1,1,0.5714286,0.4285714,0.6142857,0.3857143,1,1,"full_dem","split",TRUE,1877574,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2004,"New Mexico",35,1,1,0.5714286,0.4285714,0.6142857,0.3857143,1,1,"full_dem","full_dem",FALSE,1903808,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2005,"New Mexico",35,1,1,0.5714286,0.4285714,0.6,0.4,1,1,"full_dem","full_dem",FALSE,1932274,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2006,"New Mexico",35,1,1,0.5714286,0.4285714,0.6,0.4,1,1,"full_dem","full_dem",FALSE,1962137,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2007,"New Mexico",35,1,1,0.5714286,0.4285714,0.6,0.4,1,1,"full_dem","full_dem",FALSE,1990070,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2008,"New Mexico",35,1,1,0.5714286,0.4285714,0.6,0.4,1,1,"full_dem","full_dem",FALSE,2010662,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2009,"New Mexico",35,1,1,0.6428571,0.3571429,0.6428571,0.3571429,1,1,"full_dem","full_dem",FALSE,2036802,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2010,"New Mexico",35,1,1,0.6428571,0.3571429,0.6428571,0.3571429,1,1,"full_dem","full_dem",FALSE,2064614,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2011,"New Mexico",35,1,1,0.6428571,0.3571429,0.5285714,0.4714286,0,0.6666667,"split","full_dem",TRUE,2080707,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2012,"New Mexico",35,1,1,0.642857142857143,0.357142857142857,0.514285714285714,0.471428571428571,0,0.666666666666667,"split","split",FALSE,2087715,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2013,"New Mexico",35,1,1,0.595238095238095,0.404761904761905,0.542857142857143,0.457142857142857,0,0.666666666666667,"split","split",FALSE,2092833,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2014,"New Mexico",35,1,1,0.595238095238095,0.404761904761905,0.528571428571429,0.471428571428571,0,0.666666666666667,"split","split",FALSE,2090236,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2015,"New Mexico",35,1,0,0.595238095238095,0.404761904761905,0.471428571428571,0.528571428571429,0,0.333333333333333,"split","split",FALSE,2090071,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2016,"New Mexico",35,1,0,0.595238095238095,0.404761904761905,0.471428571428571,0.528571428571429,0,0.333333333333333,"split","split",FALSE,2092555,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2017,"New Mexico",35,1,1,0.619047619047619,0.380952380952381,0.542857142857143,0.457142857142857,0,0.666666666666667,"split","split",FALSE,2092844,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2018,"New Mexico",35,1,1,0.619047619047619,0.380952380952381,0.542857142857143,0.457142857142857,0,0.666666666666667,"split","split",FALSE,2093754,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2019,"New Mexico",35,1,1,0.619047619047619,0.380952380952381,0.657142857142857,0.342857142857143,1,1,"full_dem","split",TRUE,2099634,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2020,"New Mexico",35,1,1,0.619047619047619,0.380952380952381,0.657142857142857,0.342857142857143,1,1,"full_dem","full_dem",FALSE,2106319,NA,NA,NA,"N.M.","NM",NA,NA,0.31,0.622
2021,"New Mexico",35,1,1,0.642857142857143,0.357142857142857,0.642857142857143,0.342857142857143,1,1,"full_dem","full_dem",FALSE,2106319,0.542892858495722,0.434966692461295,-0.107926166034428,"N.M.","NM",NA,NA,0.31,0.622
1977,"New York",36,0,1,0.4,0.6,0.6,0.4,1,0.6666667,"split",NA,NA,17851507,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1978,"New York",36,0,1,0.3666667,0.6,0.58,0.4066667,1,0.6666667,"split","split",FALSE,17720421,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1979,"New York",36,0,1,0.4166667,0.5833333,0.5733333,0.4266667,1,0.6666667,"split","split",FALSE,17633646,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1980,"New York",36,0,1,0.4166667,0.5833333,0.5733333,0.4266667,1,0.6666667,"split","split",FALSE,17566754,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1981,"New York",36,0,1,0.4166667,0.5833333,0.5733333,0.42,1,0.6666667,"split","split",FALSE,17567731,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1982,"New York",36,0,1,0.4166667,0.5833333,0.5733333,0.42,1,0.6666667,"split","split",FALSE,17589737,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1983,"New York",36,0,1,0.4262295,0.5737705,0.6466666,0.3466667,1,0.6666667,"split","split",FALSE,17686907,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1984,"New York",36,0,1,0.4262295,0.5737705,0.6466666,0.3466667,1,0.6666667,"split","split",FALSE,17745676,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1985,"New York",36,0,1,0.4262295,0.5737705,0.6266667,0.3733333,1,0.6666667,"split","split",FALSE,17791678,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1986,"New York",36,0,1,0.4262295,0.5737705,0.6266667,0.3733333,1,0.6666667,"split","split",FALSE,17833421,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1987,"New York",36,0,1,0.4098361,0.5901639,0.6133333,0.3733333,1,0.6666667,"split","split",FALSE,17868844,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1988,"New York",36,0,1,0.4098361,0.5901639,0.6133333,0.3733333,1,0.6666667,"split","split",FALSE,17941309,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1989,"New York",36,0,1,0.442623,0.557377,0.6133333,0.3866667,1,0.6666667,"split","split",FALSE,17983084,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1990,"New York",36,0,1,0.442623,0.557377,0.6133333,0.3866667,1,0.6666667,"split","split",FALSE,18020784,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1991,"New York",36,0,1,0.4262295,0.5737705,0.6333333,0.3666667,1,0.6666667,"split","split",FALSE,18122510,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1992,"New York",36,0,1,0.4262295,0.5737705,0.6333333,0.3666667,1,0.6666667,"split","split",FALSE,18246653,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1993,"New York",36,0,1,0.4262295,0.5737705,0.6733333,0.3266667,1,0.6666667,"split","split",FALSE,18374954,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1994,"New York",36,0,1,0.4262295,0.5737705,0.6666667,0.3333333,1,0.6666667,"split","split",FALSE,18459470,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1995,"New York",36,0,1,0.4098361,0.5901639,0.6266667,0.3733333,0,0.3333333,"split","split",FALSE,18524104,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1996,"New York",36,0,1,0.4098361,0.5901639,0.64,0.36,0,0.3333333,"split","split",FALSE,18588460,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1997,"New York",36,0,1,0.4262295,0.5737705,0.6333333,0.3666667,0,0.3333333,"split","split",FALSE,18656546,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1998,"New York",36,0,1,0.4262295,0.5737705,0.6333333,0.3466667,0,0.3333333,"split","split",FALSE,18755906,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
1999,"New York",36,0,1,0.4262295,0.5737705,0.6533333,0.3466667,0,0.3333333,"split","split",FALSE,18882725,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
2000,"New York",36,0,1,0.3770492,0.5901639,0.6533333,0.3466667,0,0.3333333,"split","split",FALSE,19001780,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
2001,"New York",36,0,1,0.4098361,0.5901639,0.66,0.34,0,0.3333333,"split","split",FALSE,19082838,NA,NA,NA,"N.Y.","NY",1,3,0.85,0.25
