leaid,name,name_public,charter,city,county,zip,state,state_abbr,enroll,frl,minority,national_math,national_reading
3704920,WHITEVILLE CITY SCHOOLS,Whiteville,0,WHITEVILLE,COLUMBUS,28472,North Carolina,NC,2461,0.63,0.53,0.55,0.46
2607320,BULLOCK CREEK SCHOOL DISTRICT,Bullock Creek,0,MIDLAND,MIDLAND,48640,Michigan,MI,2025,0.37,0.02,0.55,0.56
4840230,SILSBEE ISD,Silsbee Isd,0,SILSBEE,HARDIN,77656,Texas,TX,2998,0.48,0.25,0.55,0.44
5517100,WITTENBERG-BIRNAMWOOD SCHOOL DISTRICT,Wittenberg,0,WITTENBERG,SHAWANO,54499,Wisconsin,WI,1305,0.34,0.1,0.55,0.57
4842990,TORNILLO ISD,Tornillo ISD,0,TORNILLO,EL PASO,79853,Texas,TX,1271,0.52,1,0.55,0.34
3416970,WARREN HILLS REGIONAL HIGH,Warren Hills,0,WASHINGTON,WARREN,7882,New Jersey,NJ,1952,0.12,0.1,0.55,0.65
4834170,PAMPA ISD,Pampa ISD,0,PAMPA,GRAY,79065,Texas,TX,3424,0.51,0.41,0.55,0.49
3025130,CENTERVILLE ELEMENTARY,Centerville,0,SAND COULEE,CASCADE,59472,Montana,MT,146,0.42,0.04,0.55,0.51
1913110,NODAWAY VALLEY COMMUNITY SCHOOL DISTRICT,Nodaway Valley,0,GREENFIELD,ADAIR,50849,Iowa,IA,762,0.33,0.04,0.55,0.51
2622740,MARCELLUS COMMUNITY SCHOOLS,Marcellus,0,MARCELLUS,CASS,49067,Michigan,MI,954,0.51,0.09,0.55,0.58
1730060,ORANGEVILLE CUSD 203,Orangeville,0,ORANGEVILLE,STEPHENSON,61060,Illinois,IL,447,0.22,0.03,0.55,0.49
5516230,WEBSTER SCHOOL DISTRICT,Webster,0,WEBSTER,BURNETT,54893,Wisconsin,WI,725,0.68,0.18,0.55,0.53
1732280,POPE CO CUD 1,Pope County,0,GOLCONDA,POPE,62938,Illinois,IL,539,0.49,0.05,0.55,0.47
3600025,CHARTER SCHOOL FOR APPLIED TECHNOLOGIES,Applied Technologies,1,BUFFALO,ERIE,14207,New York,NY,1563,0.78,0.59,0.55,0.39
1908550,DANVILLE COMMUNITY SCHOOL DISTRICT,Danville,0,DANVILLE,DES MOINES,52623,Iowa,IA,628,0.27,0.07,0.55,0.59
5400450,HANCOCK COUNTY SCHOOLS,Hancock County,0,NEW CUMBERLAND,HANCOCK,26047,West Virginia,WV,4327,0.42,0.05,0.55,0.51
2314210,MSAD 61,MSAD 61,0,BRIDGTON,CUMBERLAND,4009,Maine,ME,1932,0.47,0.03,0.55,0.57
3403300,CLIFTON,Clifton,0,CLIFTON,PASSAIC,7015,New Jersey,NJ,9962,0.35,0.57,0.55,0.55
2306810,ISLESBORO SCHOOL DEPARTMENT,Islesboro,0,ISLESBORO,WALDO,4848,Maine,ME,86,0.12,0.05,0.55,0.68
5509090,MENOMONIE AREA SCHOOL DISTRICT,Menomonie ,0,MENOMONIE,DUNN,54751,Wisconsin,WI,3257,0.36,0.12,0.55,0.55
4008220,COLBERT,Colbert,0,COLBERT,BRYAN,74733,Oklahoma,OK,863,0.76,0.53,0.55,0.49
5307800,SELKIRK SCHOOL DISTRICT,Selkirk,0,METALINE FALLS,PEND OREILLE,99153,Washington,WA,318,0.43,0.13,0.55,0.48
2911280,KNOX COUNTY R-I,Knox County,0,EDINA,KNOX,63537,Missouri,MO,554,0.58,0.03,0.55,0.54
5002790,BURKE SCHOOL DISTRICT,Burke,0,WEST BURKE,CALEDONIA,5871,Vermont,VT,182,0.39,0.06,0.55,0.39
4205160,CATASAUQUA AREA SCHOOL DISTRICT,Catasauqua,0,CATASAUQUA,LEHIGH,18032,Pennsylvania,PA,1608,0.34,0.25,0.55,0.51
2903040,ALTENBURG 48,Altenburg,0,ALTENBURG,PERRY,63732,Missouri,MO,161,0.25,,0.55,0.42
4825870,KNOX CITY-O'BRIEN CISD,Knox City O'Brien,0,KNOX CITY,KNOX,79529,Texas,TX,277,0.66,0.45,0.55,0.4
2728970,PINE RIVER-BACKUS SCHOOL DISTRICT,Pine River Backus,0,PINE RIVER,CASS,56474,Minnesota,MN,933,0.57,0.06,0.55,0.47
2308370,MONMOUTH SCHOOL DEPARTMENT,Monmouth,0,MONMOUTH,KENNEBEC,4259,Maine,ME,774,0.37,0.02,0.55,0.57
2004380,CALDWELL,Caldwell,0,CALDWELL,SUMNER,67022,Kansas,KS,223,0.53,0.02,0.55,0.65
805730,MOFFAT COUNTY SCHOOL DISTRICT RE: NO. 1,Moffat County,0,CRAIG,MOFFAT,81625,Colorado,CO,2386,0.31,0.2,0.55,0.56
1727610,MURPHYSBORO CUSD 186,Murphysboro,0,MURPHYSBORO,JACKSON,62966,Illinois,IL,2048,0.59,0.25,0.55,0.46
2619100,IMLAY CITY COMMUNITY SCHOOLS,Imlay City,0,IMLAY CITY,LAPEER,48444,Michigan,MI,2345,0.46,0.23,0.55,0.55
2910140,COOTER R-IV,Cooter,0,COOTER,PEMISCOT,63839,Missouri,MO,322,0.37,0.04,0.55,0.5
905160,WINCHESTER SCHOOL DISTRICT,Winchester,0,WINSTED,LITCHFIELD,6098,Connecticut,CT,991,0.43,0.15,0.55,0.56
2105730,WARREN COUNTY,Warren County,0,BOWLING GREEN,WARREN,42103,Kentucky,KY,13182,0.43,0.19,0.55,0.64
2311160,MSAD 29,MSAD 29,0,HOULTON,AROOSTOOK,4730,Maine,ME,1321,0.52,0.14,0.55,0.56
3600004,ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,Rotterdam-Monohasen,0,SCHENECTADY,SCHENECTADY,12303,New York,NY,3158,0.22,0.07,0.55,0.57
4027570,SHAWNEE,Shawnee,0,SHAWNEE,POTTAWATOMIE,74801,Oklahoma,OK,4072,0.72,0.44,0.55,0.56
3304650,MARLOW SCHOOL DISTRICT,Marlow,0,KEENE,CHESHIRE,3431,New Hampshire,NH,89,0.11,0.51,0.55,0.57
3616410,LAFAYETTE CENTRAL SCHOOL DISTRICT,Lafayette,0,LAFAYETTE,ONONDAGA,13084,New York,NY,871,0.32,0.3,0.55,0.61
5507050,JEFFERSON SCHOOL DISTRICT,Jefferson  ,0,JEFFERSON,JEFFERSON,53549,Wisconsin,WI,1884,0.29,0.15,0.55,0.53
2614690,GWINN AREA COMMUNITY SCHOOLS,Gwinn,0,GWINN,MARQUETTE,49841,Michigan,MI,1330,0.57,0.11,0.55,0.49
5302880,FIFE SCHOOL DISTRICT,Fife,0,TACOMA,PIERCE,98424,Washington,WA,3554,0.36,0.38,0.55,0.52
1806120,MADISON CONSOLIDATED SCHOOLS,Madison,0,MADISON,JEFFERSON,47250,Indiana,IN,3434,0.49,0.07,0.55,0.54
4018480,LOWREY,Lowrey,0,TAHLEQUAH,CHEROKEE,74464,Oklahoma,OK,157,0.61,0.6,0.55,0.39
5003870,FAIR HAVEN SCHOOL DISTRICT,Fair Haven,0,FAIR HAVEN,RUTLAND,5743,Vermont,VT,364,0.45,0.04,0.55,0.56
3617460,LITTLE FALLS CITY SCHOOL DISTRICT,Little Falls,0,LITTLE FALLS,HERKIMER,13365,New York,NY,1109,0.46,,0.55,0.53
100007,HOOVER CITY,Hoover City,0,HOOVER,JEFFERSON,35243,Alabama,AL,12607,0.16,0.32,0.55,0.65
1914670,INTERSTATE 35 COMMUNITY SCHOOL DISTRICT,Interstate 35,0,TRURO,MADISON,50257,Iowa,IA,907,0.2,0.04,0.55,0.56
4703810,SHELBY COUNTY SCHOOL DISTRICT,Shelby County,0,MEMPHIS,SHELBY,38112,Tennessee,TN,47448,0.28,0.47,0.55,0.6
2929370,STE. GENEVIEVE COUNTY R-II,Sainte Genevieve,0,SAINTE GENEVIEVE,STE. GENEVIEVE,63670,Missouri,MO,2023,0.41,0.03,0.55,0.56
4833390,O'DONNELL ISD,O'Donnell ISD,0,O'DONNELL,LYNN,79351,Texas,TX,326,0.68,0.68,0.55,0.53
506540,GENTRY SCHOOL DISTRICT,Gentry,0,GENTRY,BENTON,72734,Arkansas,AR,1455,0.59,0.27,0.55,0.59
4624540,FLORENCE SCHOOL DISTRICT 14-1,Florence,0,FLORENCE,CODINGTON,57235,South Dakota,SD,227,0.36,0.02,0.55,0.49
5603310,HOT SPRINGS COUNTY SCHOOL DISTRICT #1,Hot Springs Co #1,0,THERMOPOLIS,HOT SPRINGS,82443,Wyoming,WY,655,0.39,0.06,0.55,0.61
2201020,LIVINGSTON PARISH,Livingston Parish,0,LIVINGSTON,LIVINGSTON,70754,Louisiana,LA,24131,0.51,0.09,0.55,0.53
604650,BENNETT VALLEY UNION ELEMENTARY,Bennett Valley Union,0,SANTA ROSA,SONOMA,95405,California,CA,936,0.18,0.3,0.55,0.65
509270,MAMMOTH SPRING SCHOOL DISTRICT,Mammoth Spring,0,MAMMOTH SPRINGS,FULTON,72554,Arkansas,AR,445,0.62,0.01,0.55,0.51
4815330,CORSICANA ISD,Corsicana ISD,0,CORSICANA,NAVARRO,75110,Texas,TX,5666,0.67,0.65,0.55,0.48
4101740,BURNT RIVER SCHOOL DISTRICT 30J,Burnt River,0,UNITY,BAKER,97884,Oregon,OR,52,0.42,0.13,0.55,0.87
4217460,NORTHEAST BRADFORD SCHOOL DISTRICT,Northeast Bradford,0,ROME,BRADFORD,18837,Pennsylvania,PA,836,0.38,0.02,0.55,0.52
4817700,EAGLE MT-SAGINAW ISD,Eagle Mountain ISD,0,FORT WORTH,TARRANT,76179,Texas,TX,15292,0.32,0.47,0.55,0.55
5002520,BRATTLEBORO UHSD #6,Brattleboro UHSD,0,BRATTLEBORO,WINDHAM,5301,Vermont,VT,1273,0.33,0.09,0.55,0.55
503150,BERRYVILLE SCHOOL DISTRICT,Berryville,0,BERRYVILLE,CARROLL,72616,Arkansas,AR,1903,0.54,0.22,0.55,0.55
4224030,TYRONE AREA SCHOOL DISTRICT,Tyrone,0,TYRONE,BLAIR,16686,Pennsylvania,PA,1927,0.38,0.03,0.55,0.6
3904759,PATRICK HENRY LOCAL,Patrick Henry,0,HAMLER,HENRY,43524,Ohio,OH,1078,0.32,0.09,0.55,0.54
3624090,RANDOLPH CENTRAL SCHOOL DISTRICT,Randolph,0,RANDOLPH,CATTARAUGUS,14772,New York,NY,942,0.54,0.05,0.55,0.51
1803510,FAYETTE COUNTY SCHOOL CORP.,Fayette County,0,CONNERSVILLE,FAYETTE,47331,Indiana,IN,4239,0.55,0.05,0.55,0.54
2103780,MARION COUNTY,Marion County,0,LEBANON,MARION,40033,Kentucky,KY,3226,0.55,0.11,0.55,0.63
4843320,TULIA ISD,Tulia ISD,0,TULIA,SWISHER,79088,Texas,TX,1048,0.71,0.63,0.55,0.65
2010440,OXFORD,Oxford,0,OXFORD,SUMNER,67119,Kansas,KS,342,0.35,0.06,0.55,0.57
512450,SILOAM SPRINGS SCHOOL DISTRICT,Siloam Springs,0,SILOAM SPRINGS,BENTON,72761,Arkansas,AR,3849,0.5,0.34,0.55,0.46
3701920,GUILFORD COUNTY SCHOOLS,Guilford County,0,GREENSBORO,GUILFORD,27402,North Carolina,NC,72951,0.46,0.61,0.55,0.46
5508970,MELLEN SCHOOL DISTRICT,Mellen,0,MELLEN,ASHLAND,54546,Wisconsin,WI,281,0.37,0.08,0.55,0.5
2905070,BILLINGS R-IV,Billings,0,BILLINGS,CHRISTIAN,65610,Missouri,MO,475,0.41,0.02,0.55,0.61
1800210,ATTICA CONSOLIDATED SCHOOL CORP.,Attica,0,ATTICA,FOUNTAIN,47918,Indiana,IN,895,0.38,0.03,0.55,0.56
1000270,DELMAR SCHOOL DISTRICT,Delmar,0,DELMAR,SUSSEX,19940,Delaware,DE,1158,0.36,0.25,0.55,0.58
500020,MIDLAND SCHOOL DISTRICT,Midland,0,PLEASANT PLAINS,INDEPENDENCE,72568,Arkansas,AR,588,0.63,0.02,0.55,0.45
4815750,CROSBY ISD,Crosby ISD,0,CROSBY,HARRIS,77532,Texas,TX,4998,0.47,0.45,0.55,0.46
5307440,RIVERSIDE SCHOOL DISTRICT,Riverside,0,CHATTAROY,SPOKANE,99003,Washington,WA,1671,0.49,0.08,0.55,0.5
1716740,GIRARD CUSD 3,Girard,0,GIRARD,MACOUPIN,62640,Illinois,IL,677,0.31,0.02,0.55,0.46
5500900,BAYFIELD SCHOOL DISTRICT,Bayfield,0,BAYFIELD,BAYFIELD,54814,Wisconsin,WI,393,0.72,0.77,0.55,0.5
1929280,VILLISCA COMMUNITY SCHOOL DISTRICT,Villisca,0,VILLISCA,MONTGOMERY,50864,Iowa,IA,356,0.51,0.02,0.55,0.44
3025020,STEVENSVILLE ELEMENTARY,Stevensville,0,STEVENSVILLE,RAVALLI,59870,Montana,MT,606,0.41,0.05,0.55,0.59
3904374,CHILLICOTHE CITY,Chillicothe,0,CHILLICOTHE,ROSS,45601,Ohio,OH,3161,0.51,0.19,0.55,0.57
4022830,OKTAHA,Oktaha,0,OKTAHA,MUSKOGEE,74450,Oklahoma,OK,693,0.53,0.46,0.55,0.45
3628980,TRUMANSBURG CENTRAL SCHOOL DISTRICT,Trumansburg,0,TRUMANSBURG,TOMPKINS,14886,New York,NY,1239,0.25,0.08,0.55,0.63
2930270,THAYER R-II,Thayer,0,THAYER,OREGON,65791,Missouri,MO,689,0.56,0.01,0.55,0.54
635970,SAUGUS UNION ELEMENTARY,Saugus Union,0,SANTA CLARITA,LOS ANGELES,91355,California,CA,10404,0.14,0.45,0.55,0.6
4702430,LEWIS COUNTY SCHOOL DISTRICT,Lewis County,0,HOHENWALD,LEWIS,38462,Tennessee,TN,2018,0.58,0.06,0.55,0.52
1722980,LINCOLN ESD 27,Lincoln 27,0,LINCOLN,LOGAN,62656,Illinois,IL,1238,0.55,0.11,0.55,0.5
5509150,MERCER SCHOOL DISTRICT,Mercer,0,MERCER,IRON,54547,Wisconsin,WI,158,0.49,0.08,0.55,0.44
5504110,EDGERTON SCHOOL DISTRICT,Edgerton,0,EDGERTON,ROCK,53534,Wisconsin,WI,1890,0.21,0.08,0.55,0.54
4024510,PIONEER-PLEASANT VALE,Pioneer ,0,WAUKOMIS,GARFIELD,73773,Oklahoma,OK,589,0.58,0.19,0.55,0.38
4010740,ELK CITY,Elk City,0,ELK CITY,BECKHAM,73644,Oklahoma,OK,2311,0.44,0.28,0.55,0.5
3412390,PALMYRA BOROUGH,Palmyra,0,PALMYRA,BURLINGTON,8065,New Jersey,NJ,864,0.31,0.3,0.55,0.68
3905070,NORTH BALTIMORE LOCAL,North Baltimore,0,NORTH BALTIMORE,WOOD,45872,Ohio,OH,791,0.31,0.1,0.55,0.55
3407050,HENRY HUDSON REGIONAL SCHOOL,Henry Hudson,0,HIGHLANDS,MONMOUTH,7732,New Jersey,NJ,422,0.23,0.08,0.55,0.57
2105460,SOUTHGATE INDEPENDENT,Southgate,0,SOUTHGATE,CAMPBELL,41071,Kentucky,KY,160,0.56,0.1,0.55,0.58
607410,CAPAY JOINT UNION ELEMENTARY,Capay Joint Union,0,ORLAND,GLENN,95963,California,CA,146,0.36,0.24,0.55,0.47
2700212,PRAIRIE CREEK COMMUNITY SCHOOL,Prairie Creek,1,NORTHFIELD,DAKOTA,55057,Minnesota,MN,119,0.09,0.07,0.55,0.47
3904485,STRUTHERS CITY,Struthers,0,STRUTHERS,MAHONING,44471,Ohio,OH,2130,0.59,0.15,0.55,0.56
1802430,COVINGTON COMMUNITY SCHOOL CORP.,Covington,0,COVINGTON,FOUNTAIN,47932,Indiana,IN,1001,0.32,0.03,0.55,0.54
2602220,ALLEGAN PUBLIC SCHOOLS,Allegan,0,ALLEGAN,ALLEGAN,49010,Michigan,MI,2813,0.43,0.09,0.55,0.5
3623040,PINE PLAINS CENTRAL SCHOOL DISTRICT,Pine Plains,0,PINE PLAINS,DUTCHESS,12567,New York,NY,1153,0.27,0.08,0.55,0.57
100210,AUBURN CITY,Auburn City,0,AUBURN,LEE,36831,Alabama,AL,5993,0.26,0.37,0.55,0.66
2621210,LAWRENCE PUBLIC SCHOOL DISTRICT,Lawrence,0,LAWRENCE,VAN BUREN,49064,Michigan,MI,765,0.48,0.3,0.55,0.47
5516680,WHITEWATER SCHOOL DISTRICT,Whitewater,0,WHITEWATER,WALWORTH,53190,Wisconsin,WI,2061,0.26,0.24,0.55,0.5
901770,GROTON SCHOOL DISTRICT,Groton,0,MYSTIC,NEW LONDON,6355,Connecticut,CT,5134,0.22,0.44,0.55,0.62
4825470,KENNARD ISD,Kennard ISD,0,KENNARD,HOUSTON,75847,Texas,TX,350,0.63,0.28,0.55,0.46
2003540,ATCHISON PUBLIC SCHOOLS,Atchison,0,ATCHISON,ATCHISON,66002,Kansas,KS,1638,0.64,0.2,0.55,0.52
4800065,TECHNOLOGY EDUCATION CHARTER HIGH SCHOOL,Technology Education,1,WESLACO,HIDALGO,78596,Texas,TX,543,0.67,0.87,0.55,0.45
4204260,BROCKWAY AREA SCHOOL DISTRICT,Brockway,0,BROCKWAY,JEFFERSON,15824,Pennsylvania,PA,1076,0.39,0.01,0.55,0.58
3904795,SOUTH POINT LOCAL,South Point,0,SOUTH POINT,LAWRENCE,45680,Ohio,OH,1853,0.52,0.09,0.55,0.56
1912810,GRAETTINGER COMMUNITY SCHOOL DISTRICT,Graettinger,0,GRAETTINGER,PALO ALTO,51342,Iowa,IA,198,0.42,0.01,0.55,0.53
4109720,PINE EAGLE SCHOOL DISTRICT 61,Pine Eagle,0,HALFWAY,BAKER,97834,Oregon,OR,169,0.66,0.09,0.55,0.72
1711100,CRAB ORCHARD CUSD 3,Crab Orchard,0,MARION,WILLIAMSON,62959,Illinois,IL,452,0.37,0.01,0.55,0.45
5003480,DERBY SCHOOL DISTRICT,Derby,0,DERBY LINE,ORLEANS,5830,Vermont,VT,399,0.43,0.03,0.55,0.61
3904903,WAYNE TRACE LOCAL,Wayne Trace,0,HAVILAND,PAULDING,45851,Ohio,OH,1006,0.36,0.05,0.55,0.64
2742720,WILLMAR PUBLIC SCHOOL DISTRICT,Willmar,0,WILLMAR,KANDIYOHI,56201,Minnesota,MN,4149,0.48,0.37,0.55,0.47
4831500,MOTLEY COUNTY ISD,Motley County ISD,0,MATADOR,MOTLEY,79244,Texas,TX,177,0.64,0.27,0.55,0.5
1722150,LAWRENCE COUNTY CUD 20,Lawrence County,0,LAWRENCEVILLE,LAWRENCE,62439,Illinois,IL,1339,0.39,0.04,0.55,0.51
5309540,WASHOUGAL SCHOOL DISTRICT,Washougal,0,WASHOUGAL,CLARK,98671,Washington,WA,3035,0.36,0.11,0.55,0.53
3619350,MILFORD CENTRAL SCHOOL DISTRICT,Milford,0,MILFORD,OTSEGO,13807,New York,NY,454,0.39,0.05,0.55,0.56
4220460,ROCHESTER AREA SCHOOL DISTRICT,Rochester,0,ROCHESTER,BEAVER,15074,Pennsylvania,PA,873,0.65,0.19,0.55,0.45
5602990,GOSHEN COUNTY SCHOOL DISTRICT #1,Goshen County #1,0,TORRINGTON,GOSHEN,82240,Wyoming,WY,1816,0.48,0.17,0.55,0.59
805460,MANCOS SCHOOL DISTRICT RE-6,Mancos,0,MANCOS,MONTEZUMA,81328,Colorado,CO,368,0.54,0.26,0.55,0.61
5604500,UINTA COUNTY SCHOOL DISTRICT #4,Uinta County #4,0,MOUNTAIN VIEW,UINTA,82939,Wyoming,WY,730,0.22,0.02,0.55,0.59
5505820,GREEN BAY AREA SCHOOL DISTRICT,Green Bay,0,GREEN BAY,BROWN,54305,Wisconsin,WI,20573,0.52,0.39,0.55,0.42
4033180,WOODWARD,Woodward,0,WOODWARD,WOODWARD,73802,Oklahoma,OK,2662,0.45,0.22,0.55,0.55
2310710,MSAD 15,MSAD 15,0,GRAY,CUMBERLAND,4039,Maine,ME,1950,0.24,0.02,0.55,0.56
407920,SONOITA ELEMENTARY DISTRICT,Sonoita Elementary,0,ELGIN,SANTA CRUZ,85611,Arizona,AZ,128,0.25,0.23,0.55,0.59
1907170,CHEROKEE COMMUNITY SCHOOL DISTRICT,Cherokee,0,CHEROKEE,CHEROKEE,51012,Iowa,IA,1090,0.39,0.1,0.55,0.53
3904841,ELGIN LOCAL,Elgin,0,MARION,MARION,43302,Ohio,OH,1480,0.37,0.04,0.55,0.59
802790,FREMONT RE-1,Fremont RE-1,0,CANON CITY,FREMONT,81212,Colorado,CO,3810,0.39,0.12,0.55,0.58
3404200,EAST NEWARK,East Newark,0,EAST NEWARK,ESSEX,7029,New Jersey,NJ,239,0.84,0.86,0.55,0.44
4824450,ITALY ISD,Italy ISD,0,ITALY,ELLIS,76651,Texas,TX,625,0.56,0.43,0.55,0.47
2914250,DUNKLIN R-V,Dunklin,0,HERCULANEUM,JEFFERSON,63048,Missouri,MO,1387,0.43,0.06,0.55,0.55
1720550,JOHNSTON CITY CUSD 1,Johnston City,0,JOHNSTON CITY,WILLIAMSON,62951,Illinois,IL,1243,0.53,0.03,0.55,0.54
5503060,CUDAHY SCHOOL DISTRICT,Cudahy,0,CUDAHY,MILWAUKEE,53110,Wisconsin,WI,2663,0.42,0.27,0.55,0.52
1910350,EAST UNION COMMUNITY SCHOOL DISTRICT,East Union,0,AFTON,UNION,50830,Iowa,IA,461,0.37,0.05,0.55,0.5
2918270,LEBANON R-III,Lebanon,0,LEBANON,LACLEDE,65536,Missouri,MO,4643,0.46,0.05,0.55,0.55
4110200,PROSPECT SCHOOL DISTRICT 59,Prospect,0,PROSPECT,JACKSON,97536,Oregon,OR,168,0.51,0.07,0.55,0.5
5305160,MONTESANO SCHOOL DISTRICT,Montesano,0,MONTESANO,GRAYS HARBOR,98563,Washington,WA,1316,0.31,0.12,0.55,0.57
4027990,SOUTH ROCK CREEK,South Rock Creek,0,SHAWNEE,POTTAWATOMIE,74801,Oklahoma,OK,314,0.32,0.27,0.55,0.81
4023070,OPTIMA,Optima,0,OPTIMA,TEXAS,73945,Oklahoma,OK,70,0.86,0.7,0.55,
102520,MUSCLE SHOALS CITY,Muscle Shoals City,0,MUSCLE SHOALS,COLBERT,35662,Alabama,AL,2768,0.28,0.21,0.55,0.62
509190,MAGNET COVE SCHOOL DISTRICT,Magnet Cove,0,MALVERN,HOT SPRING,72104,Arkansas,AR,765,0.47,0.03,0.55,0.52
1740350,SD 45 DUPAGE COUNTY,SD 45 Dupage,0,VILLA PARK,DUPAGE,60181,Illinois,IL,3463,0.33,0.47,0.55,0.59
3624150,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,Ravena-Coeymans,0,SELKIRK,ALBANY,12158,New York,NY,2106,0.29,0.09,0.55,0.56
3411940,OAKLYN BOROUGH,Oaklyn ,0,OAKLYN,CAMDEN,8107,New Jersey,NJ,383,0.25,0.03,0.55,0.64
5306540,PALOUSE SCHOOL DISTRICT,Palouse,0,PALOUSE,WHITMAN,99161,Washington,WA,204,0.51,0.11,0.55,0.62
1731770,PLANO CUSD 88,Plano,0,PLANO,KENDALL,60545,Illinois,IL,2319,0.21,0.55,0.55,0.48
803540,EAGLE COUNTY SCHOOL DISTRICT NO. RE 50,Eagle County,0,EAGLE,EAGLE,81631,Colorado,CO,6007,0.34,0.53,0.55,0.53
4503600,SPARTANBURG 05,Spartanburg 05,0,DUNCAN,SPARTANBURG,29334,South Carolina,SC,7616,0.44,0.32,0.55,0.47
1731890,PLEASANT HILL CUSD 3,Pleasant Hill CUSD 3,0,PLEASANT HILL,PIKE,62366,Illinois,IL,324,0.36,0.01,0.54,0.55
3819290,WASHBURN 4,Washburn,0,WASHBURN,MCLEAN,58577,North Dakota,ND,269,0.18,0.05,0.54,0.77
3904401,FREMONT CITY,Fremont,0,FREMONT,SANDUSKY,43420,Ohio,OH,4288,0.52,0.37,0.54,0.55
5305460,NACHES VALLEY SCHOOL DISTRICT,Naches Valley,0,NACHES,YAKIMA,98937,Washington,WA,1509,0.33,0.19,0.54,0.51
4800141,RISE ACADEMY,Rise Academy,1,LUBBOCK,LUBBOCK,79403,Texas,TX,231,0.88,0.96,0.54,0.41
3302580,DEERFIELD SCHOOL DISTRICT,Deerfield,0,PEMBROKE,MERRIMACK,3275,New Hampshire,NH,689,0.1,0.29,0.54,0.69
2603240,ARMADA AREA SCHOOLS,Armada,0,ARMADA,MACOMB,48005,Michigan,MI,2038,0.12,0.04,0.54,0.6
2608580,CENTER LINE PUBLIC SCHOOLS,Center Line,0,CENTER LINE,MACOMB,48015,Michigan,MI,2863,0.48,0.26,0.54,0.53
802430,BENNETT SCHOOL DISTRICT NO. 29J,Bennett,0,BENNETT,ADAMS,80102,Colorado,CO,1139,0.22,0.17,0.54,0.56
2700112,EAGLE VALLEY PUBLIC SCHOOL DISTRICT,Eagle Valley,0,EAGLE BEND,TODD,56446,Minnesota,MN,334,0.45,0.07,0.54,0.47
3704080,RUTHERFORD COUNTY SCHOOLS,Rutherford County,0,FOREST CITY,RUTHERFORD,28043,North Carolina,NC,9546,0.57,0.24,0.54,0.5
1725590,CUSD 4,CUSD 4,0,MENDON,ADAMS,62351,Illinois,IL,787,0.28,0.01,0.54,0.47
2912660,GALLATIN R-V,Gallatin,0,GALLATIN,DAVIESS,64640,Missouri,MO,690,0.4,0.02,0.54,0.53
1929490,WACO COMMUNITY SCHOOL DISTRICT,Waco,0,WAYLAND,HENRY,52654,Iowa,IA,530,0.37,0.09,0.54,0.49
3904922,SOUTHEAST LOCAL,Southeast,0,RAVENNA,PORTAGE,44266,Ohio,OH,2040,0.29,0.01,0.54,0.59
800020,CHARTER SCHOOL INSTITUTE,Charter School,1,DENVER,DENVER,80203,Colorado,CO,5728,0.32,0.46,0.54,0.54
4223040,SUSQUENITA SCHOOL DISTRICT,Susquenita,0,DUNCANNON,PERRY,17020,Pennsylvania,PA,1988,0.25,0.03,0.54,0.57
3702190,HICKORY CITY SCHOOLS,Hickory,0,HICKORY,CATAWBA,28602,North Carolina,NC,4628,0.54,0.52,0.54,0.47
5502730,COLBY SCHOOL DISTRICT,Colby,0,COLBY,CLARK,54421,Wisconsin,WI,987,0.41,0.11,0.54,0.55
2004020,OTIS-BISON,Otis-Bison,0,ALBERT,BARTON,67511,Kansas,KS,174,0.29,0.05,0.54,0.62
2510890,SOMERVILLE,Somerville,0,SOMERVILLE,MIDDLESEX,2143,Massachusetts,MA,4875,0.66,0.6,0.54,0.5
1804050,GREENFIELD-CENTRAL COMMUNITY SCHOOLS,Greenfield Central,0,GREENFIELD,HANCOCK,46140,Indiana,IN,4701,0.3,0.05,0.54,0.59
5102880,PATRICK COUNTY PUBLIC SCHOOLS,Patrick County,0,STUART,PATRICK,24171,Virginia,VA,2642,0.51,0.13,0.54,0.53
3904553,MOUNT GILEAD EXEMPTED VILLAGE,Mount Gilead ,0,MOUNT GILEAD,MORROW,43338,Ohio,OH,1332,0.38,0.04,0.54,0.6
5309660,WENATCHEE SCHOOL DISTRICT,Wenatchee,0,WENATCHEE,CHELAN,98801,Washington,WA,7728,0.55,0.44,0.54,0.52
500041,WESTERN YELL COUNTY SCHOOL DISTRICT,Western Yell County,0,HAVANA,YELL,72842,Arkansas,AR,511,0.74,0.24,0.54,0.53
2606720,BREITUNG TOWNSHIP SCHOOLS,Breitung,0,KINGSFORD,DICKINSON,49802,Michigan,MI,1808,0.34,0.03,0.54,0.62
3608460,CORTLAND CITY SCHOOL DISTRICT,Cortland,0,CORTLAND,CORTLAND,13045,New York,NY,2740,0.37,0.1,0.54,0.6
4823460,HONEY GROVE ISD,Honey Grove ISD,0,HONEY GROVE,FANNIN,75446,Texas,TX,639,0.55,0.27,0.54,0.37
5301590,COLUMBIA (WALLA WALLA) SCHOOL DISTRICT,Columbia Walla Walla,0,BURBANK,WALLA WALLA,99323,Washington,WA,925,0.43,0.27,0.54,0.48
